age,job,marital,education,default,balance,housing_loan,personal_loan,contact,day,month,duration,campaign,pdays,previous,poutcome,LOAN_APPROVAL
30,student,divorced,primary,0,52773,1,0,cellular,23,oct,1766,5,43,8,success,1
34,admin,single,primary,0,74808,1,1,telephone,4,jun,105,3,373,7,failure,0
71,admin,divorced,secondary,0,143076,0,1,cellular,21,sep,1587,8,27,5,failure,1
53,management,married,primary,0,7167,1,1,telephone,14,dec,149,2,118,3,success,0
50,retired,divorced,primary,1,10323,0,1,cellular,3,dec,1549,8,452,8,success,1
18,student,single,secondary,0,35348,1,1,cellular,17,mar,609,12,21,9,unknown,0
32,retired,divorced,primary,0,149069,1,1,cellular,23,dec,1732,7,334,2,unknown,1
30,retired,divorced,tertiary,0,104925,0,0,telephone,29,mar,95,13,445,3,failure,0
34,services,married,tertiary,0,117186,0,1,telephone,17,nov,671,12,130,0,success,1
41,student,divorced,secondary,0,31954,0,1,telephone,27,apr,168,6,438,6,unknown,1
25,admin,married,tertiary,0,54967,0,1,cellular,1,jan,1731,5,63,1,unknown,1
67,services,divorced,primary,0,104336,1,1,telephone,9,dec,1117,15,491,4,failure,1
44,technician,divorced,secondary,0,18,1,1,telephone,11,apr,1937,18,55,6,failure,0
62,management,divorced,primary,0,127328,0,1,telephone,14,nov,1121,18,144,6,success,1
40,student,married,primary,0,138272,1,1,cellular,6,nov,1591,5,237,2,success,0
63,management,single,tertiary,0,127000,1,0,telephone,14,may,1086,9,119,6,unknown,1
25,services,married,tertiary,0,5860,0,0,telephone,21,sep,855,9,317,1,failure,1
25,student,single,secondary,0,81650,0,1,telephone,17,mar,616,17,29,8,unknown,1
43,management,single,primary,0,132289,0,0,telephone,9,aug,1720,2,26,1,success,1
64,services,single,tertiary,0,6898,1,1,telephone,14,sep,985,13,146,9,unknown,1
30,retired,single,primary,0,123840,1,1,telephone,4,nov,491,15,151,3,success,0
56,technician,single,primary,0,81618,0,1,telephone,6,nov,518,1,429,3,success,1
54,retired,divorced,secondary,0,126436,0,1,telephone,30,apr,884,12,131,8,success,1
66,management,married,tertiary,0,79883,1,0,cellular,15,aug,291,11,151,0,failure,1
45,technician,single,primary,0,74803,0,1,telephone,7,oct,720,10,68,1,failure,1
42,admin,divorced,tertiary,0,143120,1,0,telephone,24,dec,1453,12,99,2,failure,1
33,services,divorced,secondary,0,62776,1,0,cellular,22,dec,1194,16,103,9,success,1
72,technician,single,primary,0,16778,0,0,cellular,2,aug,619,14,171,6,success,1
19,student,divorced,tertiary,0,117672,1,0,telephone,3,feb,468,7,80,6,success,1
71,services,married,tertiary,0,60956,0,1,telephone,9,jun,685,7,251,2,unknown,1
35,technician,divorced,primary,0,41923,0,1,telephone,13,sep,1619,14,191,8,success,1
34,management,divorced,tertiary,0,47902,0,1,telephone,23,nov,1710,7,349,6,unknown,0
47,retired,single,secondary,0,20473,0,0,telephone,24,sep,727,1,367,5,unknown,0
56,student,divorced,primary,0,107508,0,1,cellular,5,oct,784,12,76,3,failure,1
30,management,divorced,tertiary,0,80822,0,0,telephone,9,aug,899,11,417,0,failure,1
49,student,single,secondary,0,88259,1,1,telephone,10,mar,673,16,227,3,failure,1
67,student,single,secondary,0,113805,1,1,telephone,4,aug,471,12,38,1,failure,0
46,admin,married,primary,0,78278,1,1,cellular,25,may,245,19,188,6,failure,0
63,student,single,secondary,0,80134,0,1,cellular,22,sep,1614,5,404,1,success,1
47,management,married,primary,0,3431,1,1,telephone,12,jul,1207,11,348,5,unknown,1
35,technician,married,primary,0,97946,1,1,cellular,11,feb,1372,13,166,9,unknown,1
30,admin,single,primary,0,23095,1,1,cellular,22,jul,958,1,307,3,unknown,0
60,technician,divorced,primary,0,139283,0,0,cellular,30,jul,1996,6,457,5,unknown,1
38,retired,divorced,tertiary,0,58629,0,1,cellular,1,nov,360,16,175,9,unknown,0
47,student,single,secondary,0,133496,0,0,telephone,15,feb,504,9,350,3,unknown,1
38,services,single,secondary,0,71471,1,1,telephone,11,may,1144,5,493,1,unknown,0
65,retired,divorced,primary,1,82680,0,1,telephone,3,jan,1733,10,210,6,success,1
72,retired,married,primary,0,129890,1,1,cellular,24,feb,1681,10,463,0,success,1
34,student,married,secondary,0,43617,0,1,cellular,3,apr,1726,3,62,7,failure,0
57,retired,married,tertiary,0,119058,1,0,cellular,20,mar,978,10,340,2,success,1
36,technician,single,tertiary,0,51062,0,0,telephone,28,feb,716,15,28,1,failure,0
69,services,divorced,tertiary,0,10318,0,1,cellular,5,dec,418,16,368,2,success,0
32,technician,married,primary,0,144705,0,0,telephone,30,apr,1134,19,178,7,unknown,1
26,admin,married,tertiary,0,13797,0,1,telephone,30,feb,60,10,328,8,failure,0
69,student,single,tertiary,0,8990,1,0,cellular,6,mar,1466,1,297,3,unknown,1
27,technician,divorced,primary,0,104666,0,1,telephone,15,sep,421,16,316,8,failure,1
61,retired,married,tertiary,0,90743,1,0,telephone,6,apr,448,15,414,9,success,1
48,management,divorced,tertiary,0,23167,0,1,telephone,5,dec,1221,17,459,0,failure,1
70,management,divorced,secondary,0,90988,1,1,telephone,23,oct,922,3,14,9,failure,0
40,technician,single,secondary,0,130319,1,1,telephone,21,oct,1027,15,378,5,failure,1
69,retired,married,primary,0,49941,0,1,telephone,19,jul,573,12,105,5,failure,1
47,retired,divorced,secondary,1,49804,1,1,telephone,29,dec,1433,10,93,7,failure,0
50,management,married,secondary,0,85571,1,1,telephone,27,nov,709,18,291,1,success,1
74,services,divorced,primary,1,123054,0,1,telephone,14,jan,1873,6,66,7,unknown,1
69,services,single,primary,0,92217,0,0,cellular,7,oct,1620,14,346,2,success,1
26,retired,single,tertiary,0,72491,1,1,cellular,1,nov,1178,14,198,8,unknown,0
71,admin,divorced,tertiary,0,115430,0,0,telephone,9,dec,684,6,22,7,unknown,1
64,admin,married,tertiary,0,44272,1,0,telephone,7,apr,1621,8,498,0,failure,1
18,admin,divorced,secondary,1,-1264,1,0,cellular,4,nov,1996,8,407,5,unknown,1
61,student,single,secondary,0,35980,1,0,telephone,12,aug,1710,7,27,1,success,1
52,admin,single,tertiary,0,52252,0,1,telephone,22,apr,774,13,327,6,unknown,1
28,admin,divorced,secondary,0,26236,1,0,cellular,9,may,1387,7,190,0,unknown,1
51,management,married,primary,0,104003,1,1,telephone,10,jan,1985,1,151,7,unknown,1
33,retired,married,tertiary,0,138827,1,1,telephone,22,dec,269,14,445,1,unknown,1
26,technician,married,tertiary,0,35586,0,0,cellular,25,may,609,17,191,0,unknown,1
49,management,married,secondary,0,32469,1,0,cellular,8,apr,656,6,436,9,success,1
32,management,divorced,tertiary,0,135318,0,1,telephone,3,dec,1521,4,493,8,unknown,1
29,student,single,primary,0,129206,0,1,cellular,3,may,1267,6,149,8,success,1
50,retired,divorced,secondary,0,105067,1,0,telephone,28,aug,232,19,228,9,failure,1
62,services,divorced,secondary,0,114596,1,1,cellular,12,jan,1245,6,423,0,failure,1
31,management,divorced,primary,0,148120,0,0,cellular,19,nov,1861,13,383,2,failure,1
74,management,single,tertiary,0,76854,1,1,telephone,29,oct,504,9,427,2,unknown,1
74,student,divorced,tertiary,0,15754,1,1,telephone,10,dec,839,10,356,9,unknown,0
25,technician,single,secondary,0,4435,1,0,cellular,16,nov,1181,7,473,8,unknown,0
25,admin,single,tertiary,0,111071,0,0,cellular,2,aug,592,18,471,6,success,1
44,management,single,primary,0,129229,1,1,cellular,15,dec,569,19,53,8,success,1
29,admin,divorced,tertiary,0,45887,0,1,cellular,7,aug,638,3,272,7,failure,0
18,retired,divorced,primary,0,41441,0,1,cellular,22,dec,443,8,47,0,success,1
60,management,married,secondary,0,124373,0,0,telephone,11,jan,1535,9,414,7,success,1
57,technician,divorced,secondary,0,121687,1,1,cellular,25,dec,1641,2,190,0,success,1
59,technician,married,primary,0,74103,1,1,cellular,19,dec,1422,4,424,9,failure,0
68,retired,married,tertiary,0,54402,1,0,telephone,8,jun,1241,6,429,0,unknown,1
28,admin,married,tertiary,0,39383,0,0,telephone,19,mar,156,16,222,0,success,1
56,services,single,secondary,0,100850,1,0,telephone,27,oct,1553,14,264,2,unknown,1
60,retired,single,tertiary,0,61164,0,1,cellular,24,jun,370,8,133,4,success,0
48,services,married,secondary,0,29129,1,0,cellular,22,feb,619,1,131,2,failure,1
34,technician,married,primary,0,205,0,0,cellular,5,dec,1420,17,431,4,success,0
50,technician,single,secondary,0,59945,1,0,cellular,26,dec,1854,6,222,0,failure,1
49,management,married,secondary,0,72992,0,1,telephone,5,aug,786,8,32,7,success,1
46,technician,divorced,tertiary,1,47052,1,0,telephone,22,nov,741,13,466,4,unknown,0
38,admin,married,secondary,0,66769,0,0,cellular,18,dec,1903,5,464,1,success,1
38,technician,married,primary,0,1492,0,1,cellular,6,feb,776,8,433,7,success,0
57,student,married,primary,0,69331,1,0,cellular,10,mar,1866,9,464,4,unknown,1
40,management,single,secondary,0,7615,0,0,telephone,4,dec,458,1,388,8,success,0
73,retired,single,secondary,0,41603,0,0,telephone,27,sep,1940,10,307,2,unknown,1
23,student,married,tertiary,0,118193,0,1,cellular,21,nov,1047,11,115,7,unknown,1
39,management,married,primary,0,114079,1,0,telephone,21,aug,502,14,334,7,failure,0
67,retired,married,primary,1,49609,1,1,telephone,12,sep,1491,16,42,2,unknown,0
55,management,single,primary,0,95114,0,0,cellular,9,nov,1250,13,97,1,unknown,1
54,technician,married,primary,0,90177,1,1,telephone,28,aug,1990,15,34,7,unknown,1
62,services,married,tertiary,0,103897,1,0,telephone,14,jan,1384,8,353,7,success,1
68,student,single,secondary,0,90487,0,0,telephone,8,sep,1368,7,109,7,success,1
71,admin,divorced,secondary,0,31231,1,0,telephone,23,dec,868,5,435,6,unknown,1
25,services,married,secondary,0,58105,1,1,cellular,19,jan,1918,19,259,7,unknown,1
58,admin,married,tertiary,0,145817,1,1,telephone,27,jan,784,15,298,8,failure,1
66,technician,divorced,secondary,1,49613,0,0,cellular,9,jan,1858,18,428,8,unknown,1
52,student,divorced,primary,0,96638,1,1,telephone,17,dec,486,8,432,4,failure,0
68,management,married,tertiary,0,19414,1,0,telephone,8,may,926,5,98,0,success,1
28,management,married,primary,1,103602,1,1,cellular,22,jun,309,10,50,0,success,1
41,retired,married,primary,0,76884,1,1,cellular,17,mar,1161,11,96,9,success,0
66,services,single,primary,0,133464,1,1,cellular,5,nov,175,13,80,2,failure,1
38,admin,divorced,primary,0,22211,1,0,telephone,18,may,977,2,44,3,unknown,1
68,management,divorced,tertiary,0,133443,1,1,telephone,21,jul,1062,17,42,6,success,1
19,technician,divorced,primary,0,86648,1,0,telephone,1,sep,1104,10,378,0,success,1
57,management,divorced,tertiary,0,128476,1,1,cellular,2,jan,638,9,107,1,unknown,1
36,retired,married,secondary,1,116617,1,1,cellular,1,oct,553,9,425,4,success,0
56,student,married,secondary,0,78296,0,0,telephone,19,dec,1515,4,264,2,success,1
45,management,divorced,primary,0,49200,1,0,cellular,20,dec,501,16,10,4,failure,1
34,technician,married,tertiary,0,39074,1,1,telephone,6,apr,1503,1,246,2,unknown,1
23,management,single,secondary,0,122919,1,0,telephone,9,jun,989,9,23,6,failure,0
36,admin,married,primary,1,53784,1,1,cellular,23,aug,1509,14,416,3,unknown,0
73,admin,married,primary,0,74671,0,0,cellular,12,may,439,10,372,4,success,1
55,management,divorced,tertiary,0,90142,1,0,cellular,11,dec,643,16,99,4,failure,1
45,technician,married,primary,0,64013,1,0,telephone,25,sep,339,7,282,2,unknown,0
19,student,divorced,primary,0,46576,0,1,telephone,21,feb,803,12,140,3,unknown,0
55,technician,divorced,tertiary,0,80024,0,0,telephone,16,oct,592,7,58,1,success,0
72,management,married,secondary,0,1150,0,0,cellular,10,mar,1916,19,63,3,success,1
54,technician,divorced,tertiary,0,94424,0,1,cellular,8,jan,1057,10,33,2,unknown,1
68,admin,divorced,tertiary,0,4770,1,1,telephone,1,may,919,12,427,6,failure,0
69,admin,divorced,primary,0,22391,1,1,cellular,23,jun,1908,10,426,6,success,1
21,admin,single,primary,0,23596,0,1,telephone,25,apr,423,14,421,1,unknown,1
39,retired,divorced,secondary,1,47472,0,1,cellular,7,sep,1794,9,181,7,unknown,1
43,student,married,secondary,0,65760,1,0,telephone,10,jun,431,16,242,4,failure,1
66,services,single,primary,0,30688,0,0,telephone,30,feb,929,7,225,7,success,0
60,admin,single,secondary,0,71904,0,0,cellular,27,sep,1469,18,376,6,unknown,1
53,management,single,primary,0,37219,1,1,cellular,16,jun,851,12,378,4,failure,1
30,student,divorced,primary,0,106599,0,0,telephone,11,sep,124,14,390,0,failure,1
69,retired,divorced,tertiary,0,138055,1,0,cellular,5,mar,1266,13,368,8,success,1
49,management,single,tertiary,0,132533,1,0,telephone,3,jul,523,19,177,3,failure,1
34,technician,divorced,secondary,0,75426,0,1,cellular,13,jun,276,19,82,4,unknown,0
58,services,divorced,secondary,0,42877,1,0,cellular,8,oct,1145,11,460,6,failure,1
53,retired,married,secondary,0,29717,1,0,telephone,22,jan,1384,16,23,4,success,1
72,technician,single,primary,0,74899,0,1,cellular,24,mar,1266,19,128,5,unknown,1
63,technician,single,secondary,0,106003,0,1,cellular,16,may,1588,15,442,8,success,1
36,admin,divorced,tertiary,0,122607,1,1,telephone,21,oct,922,17,175,7,unknown,0
52,management,married,secondary,0,50531,0,0,telephone,1,jun,957,12,120,0,failure,1
63,technician,divorced,primary,0,4358,0,0,cellular,3,oct,646,6,452,9,unknown,0
57,student,single,primary,0,144581,0,1,cellular,13,jul,1449,18,105,2,success,1
73,technician,married,secondary,0,149015,1,1,telephone,17,jul,1605,12,288,7,failure,1
45,technician,divorced,primary,0,67401,0,1,telephone,20,apr,1354,18,93,6,unknown,1
18,services,divorced,secondary,0,21347,0,0,cellular,12,sep,1730,9,454,1,unknown,1
59,retired,single,secondary,0,91480,1,0,cellular,12,sep,89,6,133,2,failure,1
35,student,divorced,secondary,0,147335,0,0,cellular,15,mar,168,18,459,9,success,1
65,student,married,primary,1,124014,0,1,telephone,26,jun,183,18,46,2,success,0
57,student,married,secondary,0,107976,1,1,telephone,12,dec,1521,13,51,5,failure,0
50,admin,single,tertiary,0,6915,0,1,telephone,12,aug,853,3,490,5,success,1
29,retired,single,tertiary,0,43983,0,0,telephone,27,jul,1126,6,444,4,unknown,1
25,technician,single,tertiary,0,113867,1,1,cellular,23,nov,245,2,343,9,failure,0
41,student,divorced,secondary,0,116077,0,1,cellular,30,jan,705,16,249,7,success,1
33,services,single,primary,0,52504,0,1,telephone,15,jan,1795,16,109,7,unknown,1
67,technician,divorced,secondary,0,140062,1,1,telephone,13,dec,1406,6,139,1,success,1
21,management,divorced,tertiary,0,113362,1,1,telephone,7,nov,1253,13,349,8,failure,1
55,retired,married,primary,0,129153,1,1,telephone,28,aug,611,15,157,6,success,1
61,admin,single,tertiary,1,37694,1,0,cellular,26,feb,280,13,234,4,success,1
44,services,married,primary,0,149497,0,0,telephone,25,aug,1814,8,420,6,failure,1
26,retired,single,primary,1,5541,0,0,cellular,17,jun,1858,8,73,9,unknown,1
64,technician,divorced,tertiary,0,35578,1,1,cellular,5,nov,1572,1,422,7,success,0
33,admin,married,primary,0,2448,0,1,telephone,8,may,600,13,234,0,failure,0
73,services,single,tertiary,0,72600,1,1,telephone,5,may,180,15,141,5,unknown,1
29,student,single,primary,0,82542,1,0,cellular,10,apr,516,18,27,8,failure,1
48,technician,married,tertiary,0,129280,1,0,cellular,24,dec,262,2,477,5,unknown,1
41,technician,divorced,tertiary,0,86487,1,0,telephone,19,sep,224,17,393,5,unknown,0
72,retired,married,tertiary,0,70413,1,0,telephone,10,aug,386,14,443,4,failure,1
31,technician,married,tertiary,0,126658,1,1,cellular,29,oct,589,10,413,9,unknown,1
62,technician,single,secondary,0,16996,0,0,cellular,9,jan,234,5,293,9,success,0
42,services,married,primary,0,33851,1,1,telephone,7,jun,1696,13,221,4,unknown,1
51,technician,married,tertiary,0,133857,0,0,cellular,7,jan,830,8,472,5,success,1
20,management,married,primary,0,76599,1,1,cellular,11,jan,1362,10,390,0,success,0
41,management,married,tertiary,0,29951,1,1,cellular,13,apr,213,11,394,0,failure,0
71,admin,married,secondary,0,106133,0,0,cellular,5,nov,1726,13,40,9,failure,1
59,student,divorced,tertiary,0,22469,0,0,cellular,11,aug,897,5,340,9,success,1
26,management,married,secondary,1,25067,0,1,cellular,30,oct,1590,4,55,5,unknown,1
43,student,married,tertiary,0,106012,0,0,telephone,4,jul,1066,7,122,5,unknown,1
37,management,divorced,primary,0,2337,0,1,telephone,29,jun,58,8,66,1,failure,0
57,retired,single,tertiary,0,88611,1,1,telephone,11,oct,944,13,68,6,unknown,0
27,management,divorced,primary,0,134486,1,0,telephone,10,jan,1217,3,332,5,success,1
36,technician,married,secondary,0,94267,1,0,telephone,2,aug,544,19,69,3,failure,1
20,retired,married,primary,0,91530,0,0,telephone,11,may,783,2,7,5,failure,1
41,management,divorced,tertiary,0,96554,1,0,telephone,27,feb,264,18,80,5,unknown,0
22,technician,single,tertiary,0,66184,0,0,cellular,23,sep,1932,7,259,5,success,1
20,admin,single,tertiary,0,119521,1,0,cellular,16,nov,1158,7,183,6,failure,0
44,retired,divorced,tertiary,0,128552,1,1,telephone,8,nov,1966,4,271,4,unknown,1
33,technician,married,secondary,0,52744,0,1,cellular,3,dec,645,18,365,9,success,0
66,retired,married,primary,0,94653,1,1,telephone,3,mar,1411,13,361,3,unknown,1
32,admin,married,secondary,0,1771,1,1,telephone,26,mar,1288,19,336,1,unknown,0
52,admin,single,secondary,0,8312,1,0,cellular,29,jun,823,8,200,0,unknown,0
29,retired,divorced,tertiary,1,97120,1,1,cellular,2,nov,814,17,21,8,failure,1
58,technician,married,secondary,0,110754,0,0,cellular,27,jun,833,1,260,8,failure,1
70,services,divorced,secondary,0,97502,0,0,cellular,29,dec,800,4,88,6,success,1
61,retired,divorced,secondary,0,6862,1,0,telephone,27,jan,93,15,481,3,unknown,1
43,student,divorced,primary,0,70576,1,0,cellular,9,aug,299,2,213,3,failure,0
64,services,married,primary,0,33422,1,1,telephone,20,oct,1782,1,483,7,failure,1
51,student,married,secondary,0,111563,1,0,telephone,4,aug,1334,6,103,3,success,1
40,technician,single,primary,0,18135,1,0,telephone,11,jan,1427,6,237,0,unknown,1
48,student,divorced,tertiary,0,59894,1,1,cellular,3,oct,442,12,417,4,success,1
67,management,single,secondary,0,123147,1,0,telephone,21,sep,1130,10,62,3,failure,1
37,retired,married,tertiary,0,2460,0,1,cellular,12,feb,1792,5,36,3,success,1
29,admin,married,primary,0,19476,0,0,telephone,29,aug,290,15,331,2,success,0
40,student,single,primary,0,127840,0,1,telephone,9,aug,382,8,319,3,success,0
21,student,single,primary,0,73046,1,1,cellular,15,aug,1129,4,177,0,success,1
40,management,married,tertiary,0,27062,0,1,cellular,6,feb,348,19,67,7,failure,1
65,technician,married,secondary,0,5065,1,0,telephone,23,dec,1824,16,382,6,success,1
72,admin,single,tertiary,0,2422,1,0,telephone,29,jul,1717,4,256,6,success,1
65,retired,married,tertiary,0,5687,0,0,telephone,25,may,1230,9,150,4,failure,1
18,technician,married,primary,0,90649,1,1,telephone,13,feb,201,13,447,0,unknown,1
71,retired,married,secondary,0,113303,0,0,telephone,26,dec,697,1,257,6,success,1
42,management,divorced,tertiary,0,36163,1,1,cellular,30,dec,1621,1,136,6,failure,0
19,retired,single,secondary,0,21541,1,0,cellular,9,sep,1439,15,117,9,success,0
47,student,divorced,secondary,0,131335,0,1,telephone,4,apr,808,12,163,0,success,1
20,admin,single,primary,0,88757,1,0,telephone,16,apr,948,18,56,2,unknown,1
38,retired,single,primary,0,4629,1,1,telephone,16,jan,393,7,141,3,unknown,1
42,management,single,secondary,0,31171,0,0,telephone,14,nov,384,5,423,1,failure,0
37,management,single,tertiary,0,64877,0,1,cellular,8,jul,402,16,182,0,failure,1
66,admin,divorced,secondary,0,42503,1,0,telephone,25,jun,243,16,28,1,success,0
69,services,single,secondary,0,123079,1,1,telephone,14,jul,67,4,0,0,success,1
39,student,single,secondary,0,66662,1,0,telephone,16,oct,500,4,338,7,success,0
38,services,married,primary,0,59610,1,1,telephone,16,nov,816,11,56,5,success,0
50,retired,single,secondary,0,101189,1,0,cellular,28,jun,1888,4,471,9,success,1
69,management,divorced,primary,0,69176,0,0,telephone,5,nov,1703,18,409,6,unknown,1
55,technician,married,primary,0,114189,1,0,telephone,10,may,448,17,145,7,success,1
32,technician,married,tertiary,0,60718,1,1,telephone,13,aug,1228,12,213,5,success,1
63,management,divorced,tertiary,1,145624,0,1,cellular,19,may,1913,15,356,7,success,1
69,technician,single,secondary,0,73929,0,1,telephone,25,dec,1855,15,294,0,failure,1
32,student,divorced,secondary,0,56847,0,0,cellular,17,apr,944,3,407,5,unknown,1
63,admin,married,secondary,0,71299,1,0,telephone,2,jul,397,9,326,8,unknown,1
42,retired,divorced,tertiary,0,49223,1,1,cellular,28,aug,510,12,354,0,failure,0
38,management,divorced,secondary,1,65862,0,0,telephone,4,may,205,1,429,2,success,1
41,retired,single,tertiary,0,39387,1,0,telephone,15,jun,1692,13,31,5,failure,1
74,admin,single,tertiary,0,47946,1,0,cellular,27,feb,1481,17,431,3,failure,1
22,technician,married,primary,0,79036,0,1,cellular,4,may,187,2,91,6,failure,1
23,management,married,tertiary,0,14928,0,0,telephone,20,oct,1262,18,22,1,failure,1
66,student,single,tertiary,0,88621,0,1,cellular,13,apr,354,2,284,4,success,1
60,admin,married,secondary,0,36539,0,1,cellular,1,aug,1719,9,444,8,success,1
65,admin,single,primary,0,78886,1,0,cellular,17,feb,1022,8,21,4,success,1
61,student,single,primary,0,19685,1,1,cellular,20,jun,1913,3,409,2,success,1
64,retired,divorced,primary,0,134061,1,1,telephone,20,mar,1286,19,53,3,success,1
40,management,divorced,secondary,0,87099,1,0,cellular,7,dec,1271,4,49,8,success,1
21,retired,divorced,secondary,0,7309,0,1,telephone,20,oct,1397,8,58,2,unknown,1
44,retired,single,secondary,0,65486,1,0,telephone,30,aug,1351,14,479,5,failure,1
35,admin,divorced,tertiary,0,42440,0,1,cellular,27,jun,1086,12,465,7,success,1
38,retired,single,tertiary,0,89170,1,0,telephone,16,feb,1090,5,313,6,failure,0
45,technician,divorced,primary,0,35082,1,1,telephone,26,aug,1120,10,37,2,failure,1
52,technician,married,primary,0,122297,1,1,cellular,1,feb,792,3,344,9,unknown,0
39,admin,divorced,secondary,1,147072,0,0,telephone,13,nov,302,8,181,2,failure,0
57,retired,single,secondary,0,52515,1,1,telephone,30,sep,1646,1,74,5,unknown,1
40,technician,divorced,secondary,0,62066,1,1,cellular,12,mar,526,4,59,1,unknown,1
20,services,single,tertiary,0,147649,1,0,cellular,13,sep,1245,4,227,1,success,1
57,services,divorced,primary,0,44928,1,1,telephone,11,jan,697,9,395,0,failure,0
67,retired,divorced,tertiary,0,145937,1,1,cellular,6,may,1708,5,360,1,unknown,1
27,admin,married,tertiary,0,31110,1,0,telephone,6,mar,357,14,210,9,unknown,1
42,technician,married,tertiary,0,72272,1,0,cellular,1,sep,1754,3,107,0,unknown,1
69,management,divorced,primary,0,102619,1,1,telephone,5,dec,1574,1,197,9,unknown,1
66,management,married,tertiary,0,143624,1,0,telephone,22,jan,557,14,451,1,unknown,1
25,technician,single,tertiary,0,140839,0,1,telephone,25,may,1035,13,186,2,failure,1
72,retired,divorced,primary,0,10204,1,0,telephone,22,may,1050,17,31,6,success,1
28,services,divorced,tertiary,1,129703,0,0,telephone,27,mar,1654,10,295,6,failure,1
22,services,single,secondary,0,86217,1,1,cellular,24,jul,1798,8,151,0,success,1
62,technician,single,primary,0,94394,1,1,telephone,30,jan,1871,4,447,6,unknown,1
70,student,single,secondary,0,141300,0,0,telephone,8,dec,1448,18,386,7,failure,0
72,services,married,primary,0,131218,0,1,telephone,26,oct,1649,2,482,6,success,1
54,technician,married,tertiary,0,16193,0,1,telephone,15,oct,317,16,437,7,failure,0
73,admin,divorced,primary,0,56913,1,1,cellular,3,jun,777,18,143,1,unknown,0
62,services,divorced,primary,0,104382,0,0,cellular,1,jul,1043,1,132,5,unknown,1
55,student,single,primary,0,93421,0,0,telephone,7,nov,831,14,218,1,success,1
46,retired,married,secondary,0,137302,0,0,telephone,16,jan,143,16,145,7,failure,1
22,student,married,tertiary,0,24479,1,0,cellular,2,jun,469,4,65,2,failure,1
26,services,married,tertiary,1,22829,0,0,cellular,8,feb,1540,18,14,5,failure,1
65,technician,single,secondary,0,85171,0,1,telephone,6,jan,1922,17,417,2,success,1
19,management,divorced,tertiary,0,83579,0,1,cellular,19,aug,52,13,349,8,failure,0
18,services,married,secondary,0,33744,0,1,cellular,11,may,1687,2,395,1,unknown,1
57,student,divorced,secondary,0,126405,0,1,cellular,14,feb,1155,7,163,7,success,1
68,technician,married,primary,0,17362,0,0,telephone,6,sep,422,2,487,8,unknown,1
47,services,single,secondary,0,65393,1,0,cellular,18,jan,1731,18,462,0,failure,1
28,services,divorced,primary,1,1379,0,1,telephone,26,jan,1246,13,52,9,success,0
45,services,married,tertiary,0,25008,1,1,telephone,27,sep,1007,16,324,6,failure,1
61,management,married,tertiary,0,52984,0,1,telephone,27,feb,1099,13,77,2,unknown,1
29,technician,single,primary,0,143858,1,0,telephone,12,jul,187,17,97,2,unknown,1
56,student,divorced,tertiary,0,59338,0,0,telephone,25,jun,69,18,273,1,success,1
43,admin,divorced,tertiary,0,139778,1,1,cellular,17,sep,1583,15,317,6,unknown,1
30,student,divorced,tertiary,1,20811,0,1,cellular,17,dec,175,1,155,1,success,0
25,retired,divorced,tertiary,0,48713,0,0,telephone,29,jan,1041,16,195,8,failure,1
71,management,divorced,primary,0,28283,0,0,cellular,27,jun,1099,15,413,8,success,1
45,retired,married,primary,0,143858,0,0,cellular,23,dec,1357,3,7,0,success,1
47,retired,married,secondary,0,3231,0,0,telephone,16,oct,95,10,238,1,success,0
26,admin,single,tertiary,0,61303,0,0,telephone,29,nov,355,5,103,0,success,1
56,services,single,tertiary,0,89037,1,0,telephone,29,may,200,10,249,1,failure,0
48,admin,married,secondary,0,42965,1,0,cellular,26,jul,215,3,260,1,unknown,0
38,retired,single,tertiary,0,8437,0,1,telephone,25,jun,1453,1,437,5,unknown,1
73,management,married,tertiary,0,32773,1,1,cellular,4,nov,728,18,105,8,failure,0
64,retired,married,tertiary,0,80401,1,0,cellular,22,nov,830,13,327,3,failure,1
51,retired,single,tertiary,0,63862,0,0,cellular,3,dec,516,17,177,5,success,0
72,admin,single,secondary,0,122478,0,1,cellular,29,nov,721,16,176,2,success,1
48,technician,married,tertiary,0,57720,1,0,cellular,29,apr,74,17,382,1,failure,1
69,retired,divorced,tertiary,0,40596,0,0,telephone,11,oct,775,19,419,9,failure,0
42,technician,single,secondary,1,71410,1,1,cellular,5,apr,1639,15,455,1,unknown,0
29,services,single,primary,1,113175,0,0,cellular,14,nov,355,10,232,0,failure,1
18,retired,married,tertiary,0,16180,0,1,telephone,16,aug,623,5,470,1,failure,1
72,admin,divorced,secondary,0,76397,1,0,telephone,15,oct,114,9,480,4,failure,1
39,student,married,primary,1,141199,1,1,telephone,1,sep,1484,14,37,4,unknown,1
57,services,divorced,tertiary,0,61796,1,1,cellular,18,apr,752,7,109,7,unknown,1
54,management,divorced,tertiary,0,19227,0,1,telephone,14,dec,936,2,326,3,unknown,1
64,retired,single,secondary,0,14678,1,1,cellular,23,dec,889,19,377,4,unknown,0
18,admin,single,primary,0,83320,0,0,cellular,3,aug,82,2,132,3,failure,1
18,retired,married,tertiary,1,147335,0,0,telephone,16,jan,1110,1,441,0,failure,0
74,admin,married,secondary,0,138635,0,0,telephone,12,feb,662,11,497,2,success,1
59,admin,married,secondary,0,66353,1,0,cellular,18,oct,896,18,344,2,success,1
