age,job,marital,education,default,balance,housing_loan,personal_loan,contact,day,month,duration,campaign,pdays,previous,poutcome,LOAN_APPROVAL
28.0,admin,married,tertiary,1.0,99042.0,0.0,0.0,cellular,21.0,oct,1992.0,18.0,166.0,9.0,failure,1.0
73.0,admin,married,tertiary,0.0,-120.0,0.0,0.0,cellular,1.0,sep,1323.0,4.0,468.0,8.0,failure,1.0
71.0,technician,divorced,tertiary,1.0,56192.0,1.0,1.0,cellular,7.0,aug,374.0,13.0,138.0,9.0,unknown,1.0
73.0,admin,married,primary,0.0,4690.0,1.0,1.0,telephone,25.0,sep,600.0,3.0,152.0,2.0,success,0.0
55.0,retired,divorced,secondary,1.0,133876.0,0.0,1.0,cellular,29.0,jun,1445.0,17.0,60.0,4.0,failure,1.0
70.0,management,married,secondary,0.0,36967.0,1.0,1.0,telephone,1.0,apr,1404.0,7.0,415.0,4.0,success,0.0
38.0,services,divorced,tertiary,0.0,116455.0,0.0,0.0,cellular,29.0,may,661.0,19.0,80.0,4.0,failure,1.0
63.0,retired,single,secondary,0.0,57915.0,0.0,1.0,cellular,6.0,jul,1012.0,11.0,291.0,1.0,success,1.0
47.0,services,divorced,secondary,0.0,141463.0,0.0,1.0,telephone,28.0,apr,1513.0,8.0,435.0,2.0,unknown,1.0
27.0,technician,divorced,secondary,0.0,64848.0,0.0,1.0,cellular,6.0,may,1564.0,9.0,66.0,5.0,success,1.0
43.0,technician,single,primary,0.0,88938.0,1.0,0.0,cellular,26.0,dec,1473.0,15.0,155.0,7.0,failure,1.0
44.0,admin,divorced,secondary,1.0,59428.0,0.0,0.0,cellular,17.0,mar,1121.0,2.0,176.0,1.0,unknown,1.0
25.0,retired,single,secondary,0.0,131154.0,0.0,0.0,cellular,11.0,nov,284.0,19.0,497.0,8.0,unknown,1.0
56.0,student,single,primary,1.0,90557.0,0.0,1.0,cellular,20.0,jan,1231.0,1.0,405.0,4.0,success,1.0
25.0,services,married,secondary,0.0,141685.0,0.0,1.0,telephone,18.0,dec,1160.0,15.0,133.0,7.0,success,1.0
25.0,management,married,secondary,0.0,34008.0,0.0,1.0,telephone,22.0,feb,1263.0,9.0,216.0,1.0,success,0.0
72.0,student,married,secondary,0.0,147271.0,1.0,0.0,cellular,23.0,aug,124.0,9.0,429.0,0.0,unknown,1.0
51.0,retired,single,primary,1.0,37910.0,0.0,0.0,cellular,16.0,jan,282.0,1.0,405.0,5.0,success,1.0
33.0,student,married,secondary,0.0,79109.0,0.0,0.0,telephone,24.0,feb,585.0,12.0,65.0,8.0,unknown,1.0
58.0,technician,divorced,secondary,1.0,70996.0,0.0,0.0,cellular,26.0,dec,1406.0,17.0,87.0,0.0,success,1.0
30.0,retired,single,primary,0.0,29720.0,1.0,1.0,cellular,23.0,jan,1704.0,5.0,72.0,1.0,success,1.0
40.0,management,divorced,tertiary,0.0,74414.0,0.0,1.0,cellular,12.0,aug,1178.0,14.0,415.0,2.0,success,1.0
29.0,retired,divorced,secondary,0.0,142613.0,1.0,0.0,telephone,5.0,oct,965.0,14.0,75.0,1.0,failure,1.0
44.0,admin,single,primary,0.0,95769.0,0.0,0.0,telephone,24.0,apr,1173.0,18.0,235.0,0.0,failure,1.0
39.0,student,married,tertiary,0.0,60272.0,0.0,0.0,telephone,2.0,may,1675.0,7.0,491.0,3.0,unknown,0.0
49.0,management,single,primary,0.0,92835.0,0.0,1.0,telephone,13.0,mar,1683.0,6.0,360.0,5.0,success,1.0
74.0,services,married,secondary,0.0,36925.0,0.0,0.0,telephone,29.0,jun,840.0,18.0,103.0,9.0,unknown,0.0
66.0,technician,single,tertiary,0.0,119869.0,1.0,0.0,cellular,21.0,nov,757.0,4.0,371.0,5.0,failure,1.0
44.0,retired,married,primary,0.0,20950.0,0.0,1.0,cellular,30.0,dec,1232.0,14.0,309.0,3.0,success,1.0
19.0,management,single,tertiary,0.0,123162.0,1.0,0.0,cellular,13.0,mar,787.0,6.0,314.0,4.0,unknown,1.0
62.0,admin,married,tertiary,0.0,118544.0,1.0,0.0,cellular,27.0,jul,870.0,12.0,128.0,0.0,unknown,1.0
50.0,admin,married,tertiary,0.0,137294.0,1.0,1.0,cellular,13.0,oct,1975.0,4.0,232.0,4.0,success,1.0
43.0,services,married,tertiary,0.0,79033.0,0.0,1.0,telephone,29.0,jul,1092.0,1.0,200.0,9.0,unknown,1.0
45.0,technician,divorced,primary,0.0,79629.0,1.0,0.0,telephone,1.0,sep,730.0,5.0,351.0,4.0,success,1.0
36.0,admin,single,tertiary,0.0,116975.0,0.0,0.0,cellular,10.0,may,1885.0,10.0,416.0,9.0,unknown,1.0
60.0,technician,single,tertiary,0.0,124102.0,0.0,0.0,cellular,5.0,dec,1402.0,6.0,373.0,0.0,unknown,1.0
22.0,management,married,secondary,0.0,82555.0,1.0,0.0,telephone,19.0,sep,1286.0,8.0,468.0,2.0,failure,1.0
50.0,retired,single,secondary,0.0,128835.0,1.0,0.0,telephone,14.0,jun,1059.0,2.0,119.0,0.0,unknown,1.0
37.0,services,divorced,tertiary,0.0,5095.0,0.0,0.0,cellular,30.0,apr,1041.0,5.0,32.0,1.0,unknown,1.0
47.0,admin,single,tertiary,0.0,1748.0,0.0,0.0,telephone,1.0,oct,179.0,2.0,5.0,4.0,success,0.0
62.0,retired,single,tertiary,0.0,1667.0,0.0,1.0,telephone,22.0,oct,650.0,18.0,69.0,2.0,unknown,1.0
25.0,admin,married,primary,0.0,140299.0,0.0,0.0,cellular,27.0,aug,1455.0,2.0,324.0,9.0,unknown,1.0
55.0,services,married,secondary,1.0,-108.0,0.0,0.0,telephone,8.0,jun,380.0,1.0,362.0,7.0,unknown,0.0
34.0,admin,married,secondary,0.0,54526.0,0.0,1.0,telephone,16.0,jul,1512.0,18.0,366.0,8.0,unknown,0.0
61.0,services,divorced,secondary,0.0,28583.0,0.0,0.0,cellular,3.0,sep,142.0,8.0,450.0,9.0,failure,0.0
18.0,retired,single,primary,0.0,103234.0,1.0,1.0,telephone,28.0,sep,1891.0,4.0,50.0,3.0,unknown,0.0
20.0,management,single,primary,0.0,109228.0,1.0,1.0,telephone,22.0,feb,1693.0,14.0,203.0,3.0,failure,1.0
63.0,services,married,secondary,0.0,405.0,1.0,0.0,telephone,15.0,oct,791.0,12.0,297.0,8.0,failure,1.0
43.0,management,divorced,secondary,0.0,5518.0,0.0,1.0,cellular,6.0,apr,977.0,3.0,285.0,7.0,unknown,0.0
48.0,technician,divorced,primary,0.0,18190.0,0.0,1.0,cellular,28.0,nov,426.0,15.0,453.0,8.0,success,0.0
25.0,retired,divorced,primary,0.0,9350.0,0.0,0.0,cellular,18.0,aug,958.0,4.0,159.0,7.0,success,1.0
60.0,services,single,secondary,0.0,131811.0,1.0,0.0,telephone,11.0,oct,783.0,14.0,146.0,1.0,success,1.0
63.0,retired,married,secondary,0.0,126569.0,1.0,1.0,cellular,2.0,dec,1480.0,18.0,478.0,8.0,failure,1.0
25.0,student,single,primary,0.0,148689.0,1.0,0.0,telephone,20.0,aug,1258.0,1.0,486.0,6.0,success,1.0
52.0,management,married,tertiary,1.0,80540.0,1.0,1.0,cellular,24.0,nov,1559.0,13.0,439.0,8.0,failure,1.0
56.0,management,divorced,tertiary,0.0,16737.0,1.0,1.0,telephone,18.0,jan,1268.0,9.0,476.0,1.0,success,1.0
45.0,retired,married,secondary,0.0,28024.0,1.0,0.0,telephone,17.0,jan,949.0,8.0,334.0,2.0,success,1.0
68.0,retired,divorced,secondary,0.0,146613.0,1.0,1.0,cellular,19.0,mar,1605.0,13.0,382.0,5.0,unknown,0.0
21.0,student,single,primary,0.0,35647.0,0.0,1.0,telephone,12.0,sep,323.0,6.0,412.0,7.0,unknown,1.0
74.0,management,married,tertiary,0.0,99902.0,0.0,1.0,telephone,6.0,apr,634.0,15.0,-1.0,6.0,failure,1.0
33.0,student,married,secondary,0.0,112230.0,0.0,0.0,cellular,29.0,feb,534.0,3.0,359.0,7.0,failure,1.0
30.0,student,single,secondary,0.0,124231.0,1.0,0.0,cellular,29.0,oct,1057.0,13.0,44.0,6.0,success,0.0
37.0,retired,married,primary,0.0,27037.0,1.0,0.0,cellular,20.0,may,1022.0,17.0,264.0,5.0,success,1.0
68.0,student,single,secondary,0.0,58867.0,1.0,1.0,cellular,25.0,nov,1007.0,3.0,255.0,3.0,success,1.0
22.0,management,married,tertiary,0.0,77300.0,1.0,0.0,cellular,21.0,jan,291.0,14.0,134.0,2.0,unknown,0.0
72.0,technician,single,tertiary,0.0,51501.0,0.0,1.0,cellular,19.0,jun,149.0,10.0,224.0,2.0,success,1.0
54.0,management,married,primary,0.0,28567.0,0.0,1.0,cellular,1.0,apr,1882.0,2.0,454.0,9.0,unknown,1.0
37.0,student,single,primary,0.0,15993.0,0.0,1.0,cellular,12.0,may,1898.0,2.0,259.0,9.0,unknown,1.0
41.0,admin,divorced,tertiary,0.0,13823.0,1.0,0.0,cellular,20.0,mar,263.0,18.0,65.0,1.0,failure,0.0
53.0,management,divorced,tertiary,0.0,61601.0,1.0,0.0,telephone,1.0,sep,1970.0,7.0,51.0,1.0,failure,1.0
51.0,technician,single,secondary,0.0,131277.0,1.0,0.0,cellular,4.0,nov,1542.0,6.0,413.0,8.0,unknown,1.0
62.0,management,divorced,tertiary,0.0,53273.0,0.0,1.0,cellular,19.0,apr,1665.0,2.0,325.0,3.0,success,1.0
65.0,retired,married,primary,0.0,89049.0,1.0,1.0,telephone,16.0,feb,281.0,19.0,443.0,9.0,success,0.0
71.0,student,divorced,primary,0.0,-323.0,1.0,1.0,cellular,20.0,jan,85.0,1.0,492.0,6.0,success,0.0
51.0,technician,divorced,primary,0.0,111783.0,0.0,1.0,telephone,14.0,jul,1741.0,9.0,150.0,6.0,success,1.0
36.0,services,divorced,secondary,0.0,126043.0,0.0,0.0,cellular,30.0,feb,550.0,3.0,110.0,8.0,success,1.0
34.0,management,divorced,secondary,1.0,28762.0,1.0,0.0,cellular,23.0,aug,394.0,12.0,307.0,2.0,failure,1.0
22.0,retired,married,secondary,0.0,61973.0,0.0,1.0,cellular,22.0,dec,1760.0,1.0,355.0,4.0,unknown,1.0
42.0,services,single,primary,0.0,41396.0,1.0,0.0,cellular,22.0,may,722.0,6.0,87.0,5.0,success,1.0
35.0,services,married,secondary,0.0,60919.0,0.0,0.0,cellular,27.0,jan,997.0,5.0,100.0,0.0,failure,1.0
72.0,services,single,primary,1.0,68747.0,1.0,0.0,cellular,16.0,aug,316.0,5.0,110.0,5.0,success,1.0
70.0,admin,divorced,secondary,0.0,20146.0,1.0,1.0,telephone,22.0,jun,356.0,5.0,13.0,8.0,success,0.0
67.0,student,divorced,tertiary,0.0,57080.0,1.0,1.0,telephone,10.0,jun,450.0,14.0,29.0,3.0,success,0.0
25.0,retired,single,secondary,0.0,105687.0,0.0,1.0,telephone,9.0,jun,1857.0,9.0,330.0,2.0,success,1.0
44.0,admin,single,secondary,0.0,-1641.0,1.0,1.0,cellular,10.0,sep,1080.0,11.0,302.0,5.0,unknown,1.0
32.0,retired,single,secondary,0.0,23046.0,0.0,1.0,telephone,15.0,feb,214.0,8.0,454.0,7.0,failure,0.0
62.0,retired,divorced,secondary,0.0,125403.0,1.0,0.0,cellular,2.0,aug,1787.0,14.0,143.0,3.0,failure,1.0
30.0,student,married,tertiary,0.0,77196.0,1.0,1.0,telephone,25.0,jan,1359.0,16.0,82.0,5.0,failure,1.0
33.0,technician,married,secondary,0.0,73259.0,0.0,0.0,telephone,20.0,feb,1099.0,12.0,22.0,7.0,unknown,1.0
39.0,services,married,primary,0.0,139568.0,0.0,1.0,cellular,11.0,sep,1643.0,4.0,484.0,2.0,unknown,1.0
37.0,management,married,secondary,0.0,15941.0,0.0,0.0,telephone,14.0,apr,129.0,9.0,282.0,1.0,unknown,0.0
30.0,technician,divorced,primary,0.0,36661.0,1.0,1.0,telephone,9.0,jul,1934.0,9.0,64.0,6.0,failure,1.0
37.0,management,married,secondary,0.0,20286.0,1.0,1.0,cellular,11.0,oct,739.0,17.0,11.0,3.0,unknown,0.0
19.0,student,single,secondary,0.0,136105.0,0.0,1.0,telephone,30.0,oct,1697.0,9.0,475.0,6.0,success,1.0
52.0,services,single,secondary,0.0,10627.0,1.0,1.0,cellular,1.0,sep,81.0,15.0,383.0,0.0,unknown,0.0
64.0,retired,single,secondary,0.0,145570.0,1.0,0.0,cellular,8.0,jun,1991.0,14.0,268.0,1.0,success,1.0
72.0,student,single,tertiary,0.0,135232.0,0.0,0.0,telephone,16.0,jul,1225.0,8.0,174.0,7.0,failure,1.0
36.0,technician,married,secondary,1.0,52725.0,1.0,1.0,cellular,2.0,aug,976.0,9.0,226.0,9.0,failure,0.0
62.0,admin,single,primary,0.0,38509.0,0.0,1.0,cellular,27.0,mar,1121.0,16.0,280.0,0.0,unknown,0.0
54.0,retired,married,primary,1.0,28311.0,1.0,0.0,telephone,30.0,oct,1318.0,10.0,488.0,4.0,success,1.0
71.0,student,married,tertiary,0.0,67663.0,1.0,0.0,cellular,6.0,nov,1303.0,5.0,333.0,3.0,failure,1.0
23.0,admin,divorced,tertiary,0.0,45817.0,1.0,1.0,telephone,27.0,jun,254.0,12.0,234.0,7.0,success,0.0
31.0,retired,divorced,primary,0.0,23664.0,0.0,0.0,telephone,9.0,feb,1761.0,14.0,328.0,9.0,unknown,1.0
21.0,retired,single,primary,0.0,75730.0,0.0,0.0,telephone,20.0,jan,490.0,6.0,393.0,5.0,failure,1.0
39.0,services,single,secondary,0.0,109984.0,1.0,0.0,telephone,26.0,jun,1480.0,6.0,447.0,5.0,unknown,1.0
68.0,technician,single,secondary,0.0,93762.0,0.0,1.0,cellular,23.0,nov,1798.0,4.0,310.0,7.0,unknown,1.0
72.0,student,single,secondary,1.0,62419.0,1.0,0.0,cellular,5.0,sep,660.0,18.0,333.0,5.0,failure,1.0
56.0,student,married,primary,1.0,1419.0,0.0,0.0,telephone,19.0,oct,1734.0,18.0,186.0,5.0,success,1.0
53.0,student,married,tertiary,0.0,106018.0,1.0,1.0,cellular,2.0,dec,1383.0,17.0,361.0,5.0,success,1.0
51.0,management,single,tertiary,0.0,37265.0,1.0,1.0,cellular,12.0,dec,1690.0,13.0,149.0,5.0,success,0.0
44.0,services,single,tertiary,0.0,129765.0,0.0,1.0,cellular,23.0,feb,1236.0,14.0,456.0,4.0,failure,1.0
24.0,management,married,primary,0.0,140273.0,1.0,0.0,cellular,5.0,aug,610.0,14.0,468.0,1.0,unknown,0.0
20.0,retired,divorced,tertiary,0.0,96798.0,0.0,0.0,cellular,5.0,oct,825.0,1.0,82.0,2.0,success,1.0
64.0,admin,married,tertiary,0.0,52902.0,1.0,1.0,telephone,8.0,jun,1179.0,13.0,31.0,2.0,failure,1.0
50.0,management,divorced,secondary,0.0,105450.0,0.0,0.0,telephone,18.0,dec,1037.0,4.0,382.0,2.0,unknown,1.0
19.0,admin,single,tertiary,1.0,4815.0,1.0,0.0,cellular,25.0,oct,892.0,5.0,70.0,8.0,failure,0.0
59.0,management,married,primary,0.0,52779.0,0.0,0.0,cellular,1.0,feb,1189.0,1.0,450.0,5.0,failure,1.0
33.0,admin,divorced,secondary,0.0,27959.0,0.0,0.0,cellular,18.0,feb,1043.0,11.0,23.0,3.0,unknown,0.0
42.0,services,married,primary,0.0,47587.0,0.0,0.0,cellular,7.0,may,462.0,1.0,111.0,1.0,unknown,1.0
32.0,management,divorced,primary,0.0,118202.0,1.0,1.0,cellular,16.0,oct,1382.0,12.0,361.0,3.0,unknown,0.0
41.0,services,single,tertiary,0.0,40008.0,0.0,1.0,cellular,16.0,sep,1716.0,12.0,289.0,6.0,unknown,1.0
32.0,services,single,tertiary,1.0,11670.0,0.0,0.0,cellular,20.0,dec,1425.0,1.0,217.0,4.0,success,1.0
48.0,admin,single,tertiary,0.0,2075.0,0.0,1.0,cellular,26.0,oct,1491.0,16.0,365.0,3.0,failure,1.0
31.0,management,married,primary,0.0,-301.0,0.0,0.0,cellular,2.0,feb,1249.0,14.0,160.0,6.0,failure,0.0
71.0,management,divorced,primary,0.0,54401.0,0.0,0.0,cellular,14.0,mar,346.0,17.0,78.0,3.0,unknown,1.0
31.0,technician,divorced,primary,0.0,66246.0,1.0,0.0,telephone,11.0,oct,1630.0,15.0,380.0,3.0,unknown,1.0
23.0,admin,divorced,tertiary,0.0,83029.0,0.0,0.0,telephone,16.0,nov,1880.0,15.0,161.0,7.0,failure,1.0
31.0,management,single,secondary,0.0,50671.0,0.0,0.0,telephone,22.0,jun,472.0,13.0,294.0,4.0,unknown,1.0
34.0,retired,single,secondary,0.0,28803.0,1.0,0.0,cellular,22.0,jun,1425.0,16.0,393.0,4.0,unknown,1.0
35.0,technician,single,primary,0.0,71627.0,1.0,1.0,cellular,6.0,apr,790.0,6.0,147.0,0.0,success,0.0
37.0,management,married,primary,0.0,149509.0,0.0,0.0,telephone,23.0,oct,857.0,17.0,372.0,5.0,unknown,0.0
68.0,admin,divorced,secondary,0.0,77533.0,1.0,1.0,telephone,2.0,feb,135.0,14.0,55.0,7.0,success,1.0
34.0,student,divorced,tertiary,0.0,56069.0,1.0,0.0,telephone,11.0,nov,123.0,4.0,498.0,5.0,failure,1.0
33.0,retired,divorced,tertiary,0.0,50374.0,1.0,1.0,cellular,11.0,nov,1108.0,5.0,264.0,2.0,failure,0.0
57.0,management,married,primary,0.0,32421.0,0.0,1.0,cellular,23.0,sep,1649.0,18.0,497.0,2.0,success,1.0
56.0,services,married,tertiary,0.0,44385.0,1.0,0.0,telephone,16.0,may,340.0,19.0,214.0,5.0,success,0.0
69.0,services,married,tertiary,0.0,37933.0,1.0,1.0,telephone,23.0,jun,847.0,18.0,462.0,5.0,success,0.0
49.0,retired,married,tertiary,0.0,-1034.0,0.0,1.0,telephone,4.0,feb,1346.0,12.0,271.0,8.0,failure,0.0
61.0,retired,married,primary,0.0,70667.0,0.0,0.0,cellular,23.0,sep,455.0,19.0,61.0,9.0,failure,1.0
26.0,retired,single,secondary,0.0,98869.0,0.0,1.0,cellular,7.0,feb,753.0,13.0,150.0,6.0,unknown,0.0
44.0,retired,married,tertiary,0.0,4525.0,1.0,1.0,cellular,11.0,sep,1013.0,13.0,277.0,0.0,success,0.0
63.0,admin,single,tertiary,0.0,121248.0,1.0,1.0,telephone,26.0,may,1093.0,8.0,310.0,0.0,failure,1.0
69.0,services,divorced,tertiary,0.0,36066.0,1.0,1.0,cellular,17.0,aug,395.0,7.0,305.0,1.0,unknown,1.0
50.0,management,divorced,tertiary,0.0,42496.0,1.0,0.0,telephone,9.0,aug,1056.0,3.0,216.0,6.0,failure,1.0
27.0,management,divorced,primary,0.0,142529.0,1.0,1.0,cellular,23.0,feb,1962.0,6.0,199.0,5.0,unknown,1.0
34.0,services,single,secondary,0.0,63456.0,1.0,0.0,telephone,12.0,may,1023.0,17.0,481.0,4.0,failure,0.0
66.0,management,married,primary,1.0,123933.0,0.0,0.0,cellular,8.0,may,987.0,6.0,236.0,2.0,failure,1.0
66.0,student,married,secondary,0.0,134638.0,1.0,1.0,telephone,1.0,aug,1890.0,6.0,179.0,8.0,failure,1.0
53.0,services,married,secondary,0.0,-1289.0,0.0,1.0,telephone,12.0,mar,153.0,10.0,210.0,9.0,failure,0.0
34.0,student,single,secondary,0.0,81374.0,0.0,0.0,telephone,3.0,dec,1125.0,7.0,442.0,6.0,failure,1.0
35.0,student,single,secondary,0.0,120017.0,1.0,0.0,telephone,14.0,jun,1040.0,3.0,56.0,9.0,success,1.0
69.0,technician,single,primary,0.0,106123.0,0.0,0.0,telephone,26.0,jun,736.0,1.0,348.0,5.0,failure,1.0
40.0,services,married,primary,0.0,37722.0,0.0,1.0,cellular,13.0,mar,1422.0,15.0,335.0,3.0,success,1.0
51.0,management,married,tertiary,0.0,78323.0,1.0,1.0,cellular,27.0,mar,1217.0,2.0,6.0,7.0,unknown,0.0
25.0,technician,single,secondary,0.0,35795.0,0.0,1.0,cellular,20.0,oct,1517.0,19.0,304.0,6.0,failure,1.0
30.0,management,married,primary,0.0,98769.0,1.0,1.0,cellular,30.0,dec,1491.0,6.0,74.0,6.0,failure,0.0
40.0,admin,single,secondary,0.0,58914.0,0.0,0.0,cellular,6.0,may,961.0,3.0,94.0,4.0,success,1.0
74.0,student,divorced,secondary,0.0,23199.0,1.0,0.0,telephone,7.0,may,1050.0,14.0,17.0,8.0,unknown,1.0
71.0,management,married,primary,0.0,30685.0,1.0,1.0,cellular,28.0,apr,33.0,8.0,222.0,0.0,success,1.0
37.0,technician,married,primary,0.0,116634.0,1.0,1.0,cellular,29.0,jul,1641.0,9.0,223.0,1.0,failure,1.0
39.0,services,divorced,secondary,0.0,128819.0,0.0,0.0,telephone,19.0,jul,521.0,4.0,319.0,3.0,failure,1.0
64.0,management,divorced,primary,1.0,148901.0,1.0,1.0,telephone,14.0,mar,1382.0,7.0,296.0,9.0,unknown,1.0
69.0,services,single,secondary,0.0,22575.0,0.0,0.0,telephone,1.0,aug,1588.0,8.0,86.0,5.0,failure,1.0
40.0,management,divorced,secondary,1.0,63045.0,0.0,1.0,telephone,19.0,sep,472.0,16.0,164.0,3.0,failure,0.0
58.0,retired,divorced,primary,0.0,88359.0,0.0,1.0,cellular,23.0,aug,262.0,19.0,467.0,0.0,success,1.0
52.0,student,married,tertiary,0.0,82914.0,0.0,1.0,telephone,12.0,jul,1608.0,18.0,10.0,1.0,success,1.0
20.0,management,married,secondary,0.0,22504.0,0.0,0.0,cellular,15.0,oct,1813.0,13.0,319.0,4.0,failure,1.0
51.0,student,married,primary,0.0,148235.0,0.0,1.0,telephone,30.0,oct,439.0,12.0,410.0,3.0,failure,1.0
50.0,retired,divorced,tertiary,1.0,58681.0,0.0,1.0,telephone,24.0,jun,1249.0,4.0,262.0,9.0,unknown,0.0
63.0,management,single,secondary,0.0,63069.0,0.0,0.0,cellular,13.0,feb,248.0,11.0,9.0,0.0,success,1.0
34.0,management,single,tertiary,0.0,55308.0,1.0,0.0,telephone,27.0,mar,1143.0,1.0,176.0,6.0,failure,1.0
62.0,retired,divorced,tertiary,0.0,60495.0,1.0,0.0,cellular,4.0,oct,847.0,7.0,179.0,1.0,failure,1.0
36.0,student,married,tertiary,0.0,879.0,1.0,1.0,telephone,26.0,jul,328.0,19.0,323.0,1.0,unknown,0.0
47.0,student,married,secondary,0.0,80257.0,1.0,1.0,cellular,6.0,jan,45.0,14.0,233.0,9.0,unknown,1.0
40.0,admin,divorced,primary,0.0,29956.0,1.0,1.0,telephone,19.0,dec,181.0,6.0,273.0,4.0,failure,1.0
32.0,services,married,primary,0.0,45942.0,1.0,1.0,cellular,27.0,apr,1726.0,5.0,415.0,0.0,success,1.0
74.0,technician,single,tertiary,0.0,149269.0,0.0,0.0,telephone,15.0,may,1022.0,11.0,166.0,7.0,success,1.0
31.0,student,married,primary,0.0,12232.0,0.0,0.0,telephone,23.0,nov,957.0,4.0,169.0,1.0,success,1.0
19.0,student,married,primary,0.0,23238.0,0.0,0.0,cellular,5.0,oct,1344.0,3.0,350.0,6.0,unknown,1.0
56.0,management,single,tertiary,0.0,69463.0,0.0,1.0,cellular,21.0,jun,125.0,17.0,157.0,4.0,success,1.0
66.0,technician,divorced,tertiary,0.0,140458.0,0.0,1.0,telephone,1.0,aug,1321.0,16.0,402.0,2.0,success,1.0
35.0,admin,single,primary,0.0,72415.0,0.0,1.0,cellular,19.0,jan,1883.0,5.0,77.0,3.0,failure,1.0
23.0,management,married,tertiary,0.0,135661.0,1.0,1.0,telephone,3.0,jul,165.0,3.0,331.0,9.0,failure,1.0
49.0,retired,married,tertiary,0.0,100440.0,1.0,1.0,cellular,7.0,sep,240.0,4.0,23.0,3.0,unknown,0.0
38.0,retired,single,secondary,0.0,149218.0,0.0,0.0,cellular,1.0,jan,1927.0,19.0,19.0,0.0,unknown,1.0
57.0,management,divorced,primary,0.0,92457.0,0.0,1.0,telephone,24.0,may,275.0,11.0,389.0,7.0,unknown,1.0
45.0,retired,married,tertiary,0.0,139889.0,1.0,0.0,cellular,19.0,apr,1070.0,9.0,435.0,8.0,unknown,1.0
44.0,admin,single,tertiary,1.0,1681.0,0.0,1.0,cellular,10.0,jul,369.0,3.0,240.0,5.0,success,0.0
19.0,services,single,primary,0.0,9797.0,1.0,1.0,telephone,16.0,nov,1224.0,8.0,446.0,3.0,unknown,0.0
50.0,services,married,tertiary,0.0,58534.0,0.0,1.0,telephone,20.0,oct,1403.0,8.0,317.0,6.0,failure,1.0
33.0,admin,married,tertiary,0.0,116982.0,1.0,1.0,cellular,22.0,may,1281.0,15.0,477.0,9.0,success,1.0
56.0,retired,single,tertiary,0.0,139054.0,0.0,0.0,telephone,13.0,jul,746.0,15.0,297.0,2.0,unknown,1.0
39.0,services,divorced,tertiary,1.0,15578.0,1.0,1.0,telephone,3.0,mar,336.0,6.0,5.0,7.0,unknown,0.0
73.0,retired,divorced,primary,0.0,41129.0,0.0,0.0,telephone,17.0,jun,1890.0,15.0,359.0,4.0,failure,1.0
60.0,retired,divorced,secondary,0.0,36173.0,1.0,0.0,cellular,25.0,mar,1011.0,11.0,371.0,3.0,unknown,1.0
64.0,technician,divorced,secondary,0.0,-927.0,1.0,1.0,telephone,7.0,jan,1384.0,18.0,360.0,6.0,success,1.0
30.0,student,single,primary,0.0,18703.0,1.0,1.0,cellular,21.0,mar,956.0,16.0,426.0,0.0,success,0.0
73.0,services,married,tertiary,0.0,59339.0,0.0,0.0,cellular,30.0,jan,1578.0,17.0,178.0,3.0,failure,1.0
19.0,retired,single,tertiary,0.0,138313.0,1.0,1.0,cellular,13.0,aug,1574.0,11.0,412.0,1.0,failure,1.0
31.0,technician,divorced,tertiary,0.0,118256.0,1.0,1.0,cellular,24.0,dec,1550.0,16.0,484.0,7.0,failure,1.0
73.0,admin,single,primary,1.0,1773.0,0.0,1.0,cellular,10.0,mar,1923.0,6.0,93.0,7.0,success,1.0
55.0,student,divorced,secondary,0.0,70711.0,1.0,0.0,telephone,23.0,aug,605.0,9.0,400.0,7.0,success,1.0
58.0,services,single,primary,1.0,117424.0,1.0,1.0,telephone,7.0,nov,1580.0,4.0,194.0,0.0,unknown,1.0
45.0,admin,single,tertiary,1.0,111681.0,0.0,0.0,cellular,14.0,feb,601.0,9.0,87.0,3.0,failure,1.0
24.0,admin,divorced,tertiary,0.0,115391.0,1.0,1.0,cellular,14.0,jun,1894.0,15.0,122.0,6.0,unknown,0.0
35.0,student,divorced,secondary,0.0,45184.0,1.0,0.0,cellular,30.0,aug,1881.0,10.0,184.0,9.0,failure,1.0
73.0,student,single,secondary,1.0,89613.0,1.0,1.0,cellular,29.0,sep,1514.0,19.0,275.0,0.0,failure,1.0
58.0,management,divorced,tertiary,0.0,118480.0,1.0,1.0,telephone,3.0,mar,484.0,16.0,274.0,9.0,failure,0.0
72.0,services,married,secondary,0.0,97518.0,0.0,0.0,cellular,2.0,jan,642.0,7.0,156.0,3.0,unknown,1.0
53.0,admin,married,tertiary,1.0,100490.0,0.0,1.0,cellular,13.0,nov,1495.0,10.0,336.0,4.0,failure,1.0
58.0,student,divorced,tertiary,0.0,50907.0,0.0,0.0,cellular,14.0,jan,970.0,1.0,414.0,9.0,failure,1.0
53.0,admin,divorced,primary,1.0,67477.0,1.0,0.0,telephone,2.0,jan,1966.0,18.0,118.0,3.0,failure,1.0
61.0,admin,single,secondary,0.0,40428.0,0.0,0.0,cellular,16.0,jul,1896.0,12.0,5.0,2.0,success,1.0
21.0,retired,single,secondary,0.0,10956.0,0.0,0.0,telephone,30.0,oct,1055.0,13.0,388.0,5.0,failure,1.0
74.0,services,divorced,tertiary,0.0,141572.0,0.0,1.0,telephone,29.0,jul,1373.0,7.0,52.0,1.0,failure,1.0
